"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000152661",366.709850669129,0.697098425106915,0.260203642678845,2.67904944731041,0.00738314900245144,0.137473370899447
"ENSG00000157227",330.808690445068,0.665744120371618,0.24844972461143,2.6795929092408,0.00737117440659188,0.137473370899447
"ENSG00000196924",10762.8316714416,0.720102843948724,0.268690440199279,2.68004638875372,0.00736119581339852,0.137473370899447
"ENSG00000228253",3454.57081515596,0.593165751114754,0.221726438927744,2.67521434964305,0.00746814847121516,0.138247585653192
"ENSG00000058063",407.167509944879,-0.628676720022787,0.235512049344411,-2.66940363252249,0.00759860745620749,0.138251235088941
"ENSG00000132669",263.376024230668,0.715659775632215,0.267771604299508,2.67264999029447,0.00752547237280116,0.138251235088941
"ENSG00000146281",268.513002944514,-0.695537412217505,0.260426709552238,-2.6707606658832,0.00756795857928777,0.138251235088941
"ENSG00000135424",241.350887375078,0.802635038966012,0.301895277503793,2.65865384050576,0.00784535238729355,0.141929556824674
"ENSG00000072952",379.4824642042,0.71351929404137,0.26883210865449,2.65414461692298,0.00795097427401048,0.142224169036232
"ENSG00000111110",528.642317464242,-0.711333802799927,0.267955166249088,-2.65467470830056,0.00793849195964279,0.142224169036232
"ENSG00000105707",293.865020182876,-0.837218971458523,0.315815670262398,-2.65097349590954,0.00802601393890062,0.142764404365696
"ENSG00000087301",231.839249004717,-0.729896288099161,0.276139367605707,-2.6432170625572,0.00821223693976749,0.144462775780219
"ENSG00000115641",261.676205655035,0.711019654945979,0.268853162209318,2.64463936039707,0.0081778024043143,0.144462775780219
"ENSG00000113594",350.466404445213,-0.92626901567846,0.350754822636719,-2.64078768387401,0.00827135359301904,0.144703240880069
"ENSG00000140416",2226.20041659775,0.648070397425417,0.245650527992123,2.63818035614479,0.00833522383197448,0.145023785142113
"ENSG00000151617",319.355903643318,0.778525283675606,0.295567876326029,2.6339982996557,0.00843859105272482,0.14542175330293
"ENSG00000183963",801.063595922056,0.722023853339802,0.274162472903484,2.6335619375376,0.00844944232444788,0.14542175330293
"ENSG00000129514",1414.2721744235,-0.612345820468837,0.232887331526372,-2.62936509450921,0.00855444656536516,0.146437407871627
"ENSG00000104154",790.761107204972,-0.862243988811612,0.328426708439604,-2.62537718965744,0.00865530261731413,0.147371569698012
"ENSG00000052344",345.236291668326,-0.668223129723481,0.255193505634267,-2.61849582755899,0.00883183716613398,0.148492153148366
"ENSG00000058668",678.008876017672,0.646252174039926,0.247078173346131,2.61557775536325,0.00890766370959107,0.148492153148366
"ENSG00000100234",1037.04137098927,0.576380156719438,0.220000932233208,2.6198987016494,0.00879558894509133,0.148492153148366
"ENSG00000174938",271.968939724651,-0.700662200378985,0.267728810247112,-2.61705940325316,0.008869090502669,0.148492153148366
"ENSG00000135269",345.084598965539,0.710261871675251,0.271834051231519,2.61285099661899,0.00897904394118622,0.148902478691338
"ENSG00000105974",278.205395048857,0.887672394930937,0.34075689304659,2.60500202063284,0.00918737181251348,0.149247917607362
"ENSG00000110880",333.852610183922,0.654460797011649,0.250901734500025,2.60843472571364,0.00909573573653842,0.149247917607362
"ENSG00000123358",2262.0264252712,-0.539171292974901,0.206840696634684,-2.60669830331875,0.00914198705601523,0.149247917607362
"ENSG00000198502",227.661449278647,0.76228535931633,0.292349961123513,2.60744128847097,0.00912217128015018,0.149247917607362
"ENSG00000096088",390.505981144414,2.58081369354759,0.991632947806912,2.60258969738279,0.00925226088126791,0.149539079421102
"ENSG00000122406",863.879716329943,0.586017446055212,0.226025900333883,2.59270041702988,0.00952256800395015,0.153130588507966
"ENSG00000163346",581.99495082329,0.60436924624967,0.233725858285584,2.58580394434238,0.009715217389011,0.155443478224176
"ENSG00000083223",417.717785976488,-0.659181225466821,0.25609013804861,-2.57402034490566,0.0100524361958456,0.158450281423626
"ENSG00000166446",358.637447262832,-0.610088156639477,0.236861753280991,-2.57571409562152,0.0100033322484496,0.158450281423626
"ENSG00000237550",248.36010568689,0.662526644482186,0.257229907820555,2.5756205804201,0.0100060377884868,0.158450281423626
"ENSG00000129116",1428.61457941839,0.603262533423662,0.235242201494242,2.56443159259598,0.0103344948721299,0.162093752083063
"ENSG00000131981",268.066482618525,0.641077181210238,0.250402628207242,2.56018551322736,0.0104616301376728,0.163283482148775
"ENSG00000017260",1239.03314300934,-0.552785139432996,0.217137755319253,-2.54578085059527,0.0109033615415616,0.168100727084087
"ENSG00000171940",469.031760299387,-0.583291942083585,0.22899344496331,-2.54719929724207,0.0108591396080189,0.168100727084087
"ENSG00000179222",952.20646172627,-0.558801362469833,0.219570755746093,-2.54497171342808,0.0109286590786451,0.168100727084087
"ENSG00000041982",743.75781370107,0.567611246101315,0.224005014219082,2.53392205562943,0.0112793817724015,0.168186659813781
"ENSG00000077235",919.003512832796,-0.604225791819266,0.238295921019658,-2.53561113943458,0.0112251303086278,0.168186659813781
"ENSG00000135596",296.500098898976,0.712550942856899,0.281277238601138,2.53326912053244,0.0113004156251183,0.168186659813781
"ENSG00000148396",1142.99020053757,-0.534976558363297,0.210951332644175,-2.53601886111654,0.0112120695185667,0.168186659813781
"ENSG00000159674",3319.03136539431,-1.60560436872237,0.634219271347812,-2.53162343255545,0.0113535849157169,0.168186659813781
"ENSG00000171302",1004.09271602593,-0.577078666514723,0.227239521674625,-2.53951716788516,0.0111005597136195,0.168186659813781
"ENSG00000179403",518.357560328511,0.665101285676802,0.262727690753947,2.53152335700957,0.0113568253329029,0.168186659813781
"ENSG00000182534",298.639676607415,0.648501107132773,0.256108637801258,2.53213289758705,0.0113371013082203,0.168186659813781
"ENSG00000164692",2449.81215876046,0.526262816716549,0.208112294864652,2.52874447931493,0.0114471331461068,0.168335874916719
"ENSG00000167332",4182.36438914087,-0.6065897339223,0.239951969680078,-2.52796313666877,0.0114726397163718,0.168335874916719
"ENSG00000162407",556.198164846817,0.681257462756752,0.269945794491694,2.52368244535742,0.0116132781316521,0.168843276580732
"ENSG00000162981",294.145345116742,-0.773670598226548,0.306400351777228,-2.52503169052839,0.0115687856450698,0.168843276580732
"ENSG00000138061",743.808979467208,0.616437170643045,0.244547518566472,2.52072551893626,0.0117113165840803,0.169494690925962
"ENSG00000079308",2270.29642745259,0.659964350174461,0.262202089856908,2.51700644542774,0.0118356663973832,0.169566115378156
"ENSG00000079931",262.670816360186,0.743570776409041,0.295616629688639,2.5153212023025,0.0118923981579103,0.169566115378156
"ENSG00000113657",1070.42994221378,0.601400977184237,0.239156830165301,2.51467196972195,0.0119143180786707,0.169566115378156
"ENSG00000131471",316.848543107519,0.681743065021527,0.271153862279314,2.51422959382104,0.0119292744487145,0.169566115378156
"ENSG00000109572",498.90583558954,-0.570516072211189,0.227346590837434,-2.50945514559812,0.0120917571164344,0.16991911087458
"ENSG00000124198",293.726960220187,-0.611488321664646,0.243959866961911,-2.50651194919744,0.0121928936377725,0.16991911087458
"ENSG00000144713",520.341479768276,0.636767122434983,0.254042987228843,2.5065329666486,0.0121921687697426,0.16991911087458
"ENSG00000186480",245.6447020463,-0.712563092122106,0.284376906817599,-2.50569956645301,0.0122209410773489,0.16991911087458
"ENSG00000231991",517.980803852956,0.587813433461521,0.234177379694321,2.51012046607069,0.0120689981278916,0.16991911087458
"ENSG00000065534",3535.46901922847,0.730500947262864,0.292776090488295,2.49508402835944,0.0125927305653166,0.174327191825948
"ENSG00000103942",633.61235935316,-0.709650479534183,0.285073108404274,-2.48936310936701,0.012797218981587,0.176391104923693
